index	ID	EC	kcat	ORGANISM	PMID	kcat_new	correct reaction ID	comment	new	enzyme	correct kcat	UNIPROT_list	LITERATURE	checked	new enzyme	#UIDs	substrate_ID_list	product_ID_list
158.0	10496.0	3.4.22.51	0.0805	Trypanosoma cruzi	2407295.0	4.83	23470		False		4.83	['Q598P5']	638878.0	True	False	1	['InChI=1S/C31H41N9O5/c1-44-26-18-22(17-21-11-5-6-12-23(21)26)38-27(41)24(13-7-15-36-29(32)33)39-28(42)25(14-8-16-37-30(34)35)40-31(43)45-19-20-9-3-2-4-10-20/h2-6,9-12,17-18,24-25H,7-8,13-16,19H2,1H3,(H,38,41)(H,39,42)(H,40,43)(H4,32,33,36)(H4,34,35,37)/t24-,25-/m0/s1', 'InChI=1S/H2O/h1H2']	['InChI=1S/C20H32N8O5/c21-18(22)25-10-4-8-14(28-20(32)33-12-13-6-2-1-3-7-13)16(29)27-15(17(30)31)9-5-11-26-19(23)24/h1-3,6-7,14-15H,4-5,8-12H2,(H,27,29)(H,28,32)(H,30,31)(H4,21,22,25)(H4,23,24,26)/t14-,15-/m0/s1', 'InChI=1S/C11H11NO/c1-13-11-7-9(12)6-8-4-2-3-5-10(8)11/h2-7H,12H2,1H3']
177.0	1915.0	1.12.98.1	9226.0	Methanosarcina barkeri	2550229.0	-	3790		False		9226.0	"['P80490; <a href=""javascript:Sequence2(\'P80489\')"">P80489; <a href=""javascript:Sequence2(\'P80491\')"">P80491']"	727399.0	True	False	1	['InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3', 'InChI=1S/H2/h1H']	['InChI=1S/C12H16N2/c1-13-7-3-11(4-8-13)12-5-9-14(2)10-6-12/h3-12H,1-2H3']
178.0	1914.0	1.12.98.1	353.0	Methanosarcina barkeri	2550229.0	-	3789		False		353.0	"['P80490; <a href=""javascript:Sequence2(\'P80489\')"">P80489; <a href=""javascript:Sequence2(\'P80491\')"">P80491']"	727399.0	True	False	1	['InChI=1S/H2/h1H', 'InChI=1S/C29H36N5O18P/c1-12(25(42)31-17(28(46)47)4-6-21(38)30-16(27(44)45)5-7-22(39)40)52-53(49,50)51-11-20(37)23(41)19(36)10-34-18-9-14(35)3-2-13(18)8-15-24(34)32-29(48)33-26(15)43/h2-3,8-9,12,16-17,19-20,23,36-37,41H,4-7,10-11H2,1H3,(H,30,38)(H,31,42)(H,39,40)(H,44,45)(H,46,47)(H,49,50)(H2,32,33,43,48)/t12-,16-,17-,19-,20+,23-/m0/s1']	['InChI=1S/C29H38N5O18P/c1-12(25(42)31-17(28(46)47)4-6-21(38)30-16(27(44)45)5-7-22(39)40)52-53(49,50)51-11-20(37)23(41)19(36)10-34-18-9-14(35)3-2-13(18)8-15-24(34)32-29(48)33-26(15)43/h2-3,9,12,16-17,19-20,23,35-37,41H,4-8,10-11H2,1H3,(H,30,38)(H,31,42)(H,39,40)(H,44,45)(H,46,47)(H,49,50)(H2,32,33,43,48)/t12-,16-,17-,19-,20+,23-/m0/s1']
374.0	7105.0	2.7.2.3	916.0	Pyrococcus woesei	7588750.0	-	14265		False		916.0	['P61884']	642281.0	True	False	1	['InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'C00197']	['C00008', 'C00236']
375.0	7100.0	2.7.2.3	238.5	Pyrococcus woesei	7588750.0	-	14265		False		238.5	['P61884']	642281.0	True	False	1	['InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'C00197']	['C00008', 'C00236']
376.0	7097.0	2.7.2.3	113.4	Pyrococcus woesei	7588750.0	-	14265		False		113.4	['P61884']	642281.0	True	False	1	['InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'C00197']	['C00008', 'C00236']
378.0	7099.0	2.7.2.3	225.2	Methanothermus fervidus	7588750.0	-	14265		False		225.2	['P20971']	642281.0	True	False	1	['InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'C00197']	['C00008', 'C00236']
379.0	7110.0	2.7.2.3	149.8	Methanothermus fervidus	7588750.0	-	14265		False		149.8	['P20971']	642281.0	True	False	1	['InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'C00197']	['C00008', 'C00236']
383.0	7101.0	2.7.2.3	254.5	Methanothermus fervidus	7588750.0	-	14265		False		254.5	['P20971']	642281.0	True	False	1	['InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'C00197']	['C00008', 'C00236']
384.0	7115.0	2.7.2.3	505.8	Pyrococcus woesei	7588750.0	-	14265		False		505.8	['P61884']	642281.0	True	False	1	['InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'C00197']	['C00008', 'C00236']
385.0	7114.0	2.7.2.3	338.9	Methanothermus fervidus	7588750.0	-	14265		False		338.9	['P20971']	642281.0	True	False	1	['InChI=1S/C10H16N5O13P3/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(17)6(16)4(26-10)1-25-30(21,22)28-31(23,24)27-29(18,19)20/h2-4,6-7,10,16-17H,1H2,(H,21,22)(H,23,24)(H2,11,12,13)(H2,18,19,20)/t4-,6-,7-,10-/m1/s1', 'C00197']	['C00008', 'C00236']
408.0	3774.0	1.4.3.22	80.0	Aspergillus niger	7727530.0	-	7603		False		80.0	['Q12556']	391951.0	True	False	1	['InChI=1S/O2/c1-2', 'InChI=1S/H2O/h1H2', 'InChI=1S/C8H11NO/c9-6-5-7-1-3-8(10)4-2-7/h1-4,10H,5-6,9H2']	['InChI=1S/C8H8O2/c9-6-5-7-1-3-8(10)4-2-7/h1-4,6,10H,5H2', 'InChI=1S/H2O2/c1-2/h1-2H', 'InChI=1S/H3N/h1H3']
409.0	3772.0	1.4.3.22	95.0	Aspergillus niger	7727530.0	-	7597		False		95.0	['Q12556']	391951.0	True	False	1	['InChI=1S/O2/c1-2', 'InChI=1S/H2O/h1H2', 'InChI=1S/C5H9N3/c6-2-1-5-3-7-4-8-5/h3-4H,1-2,6H2,(H,7,8)']	['InChI=1S/H3N/h1H3', 'InChI=1S/H2O2/c1-2/h1-2H', 'InChI=1S/C5H6N2O/c8-2-1-5-3-6-4-7-5/h2-4H,1H2,(H,6,7)']
410.0	3768.0	1.4.3.22	132.0	Aspergillus niger	7727530.0	-	7592		False		132.0	['Q12556']	391951.0	True	False	1	['InChI=1S/H2O/h1H2', 'InChI=1S/C4H11N/c1-2-3-4-5/h2-5H2,1H3', 'InChI=1S/O2/c1-2']	['InChI=1S/H2O2/c1-2/h1-2H', 'InChI=1S/C4H8O/c1-2-3-4-5/h4H,2-3H2,1H3', 'InChI=1S/H3N/h1H3']
411.0	3771.0	1.4.3.22	37.0	Aspergillus niger	7727530.0	-	7596		False		37.0	['Q12556']	391951.0	True	False	1	['InChI=1S/H2O/h1H2', 'InChI=1S/C7H9N/c8-6-7-4-2-1-3-5-7/h1-5H,6,8H2', 'InChI=1S/O2/c1-2']	['InChI=1S/H2O2/c1-2/h1-2H', 'InChI=1S/C7H6O/c8-6-7-4-2-1-3-5-7/h1-6H', 'InChI=1S/H3N/h1H3']
412.0	3769.0	1.4.3.22	142.0	Aspergillus niger	7727530.0	-	7594		False		142.0	['Q12556']	391951.0	True	False	1	['InChI=1S/C5H13N/c1-2-3-4-5-6/h2-6H2,1H3', 'InChI=1S/H2O/h1H2', 'InChI=1S/O2/c1-2']	['InChI=1S/C5H10O/c1-2-3-4-5-6/h5H,2-4H2,1H3', 'InChI=1S/H2O2/c1-2/h1-2H', 'InChI=1S/H3N/h1H3']
446.0	10200.0	3.4.13.22	4.7	Enterococcus faecium	7873524.0	-	21668		False		4.7	['Q06241']	36315.0	True	False	1	['InChI=1S/C6H12N2O3/c1-3(7)5(9)8-4(2)6(10)11/h3-4H,7H2,1-2H3,(H,8,9)(H,10,11)/t3-,4-/m1/s1', 'InChI=1S/H2O/h1H2']	['InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1']
447.0	10213.0	3.4.13.22	1.8	Enterococcus faecium	7873524.0	-	21670		False		1.8	['Q06241']	36315.0	True	False	1	['InChI=1S/H2O/h1H2', 'InChI=1S/C6H12N2O4/c1-3(7)5(10)8-4(2-9)6(11)12/h3-4,9H,2,7H2,1H3,(H,8,10)(H,11,12)/t3-,4-/m1/s1']	['InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m1/s1', 'InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m1/s1']
448.0	2475.0	1.14.14.36	3.83	Sorghum bicolor	7876084.0	-	5214		False		3.83	['Q43135']	738563.0	True	False	1	['InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1', 'InChI=1S/C40H56O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-38-34(6)26-36(42)28-40(38,9)10/h11-24,35-36,41-42H,25-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+/t35-,36-/m1/s1', 'InChI=1S/O2/c1-2']	['InChI=1S/C10H8O2/c11-9-5-6-10(12)8-4-2-1-3-7(8)9/h1-6,11-12H', 'InChI=1S/H2O/h1H2', 'InChI=1S/C8H9NO2/c10-8-3-1-7(2-4-8)5-6-9-11/h1-4,6,10-11H,5H2/b9-6+', 'InChI=1S/CO2/c2-1-3']
449.0	2474.0	1.14.14.36	3.33	Sorghum bicolor	7876084.0	-	5214		False		3.33	['Q43135']	738563.0	True	False	1	['InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1', 'InChI=1S/C40H56O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-38-34(6)26-36(42)28-40(38,9)10/h11-24,35-36,41-42H,25-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+/t35-,36-/m1/s1', 'InChI=1S/O2/c1-2']	['InChI=1S/C10H8O2/c11-9-5-6-10(12)8-4-2-1-3-7(8)9/h1-6,11-12H', 'InChI=1S/H2O/h1H2', 'InChI=1S/C8H9NO2/c10-8-3-1-7(2-4-8)5-6-9-11/h1-4,6,10-11H,5H2/b9-6+', 'InChI=1S/CO2/c2-1-3']
467.0	10513.0	3.4.22.B60	0.02	Fasciola hepatica	8033913.0	-	23586		False		0.02	['P80342']	647701.0	True	False	1	['InChI=1S/H2O/h1H2', 'InChI=1S/C30H39N9O6/c1-18-15-25(40)45-24-16-20(11-12-21(18)24)37-26(41)22(9-5-13-35-28(31)32)38-27(42)23(10-6-14-36-29(33)34)39-30(43)44-17-19-7-3-2-4-8-19/h2-4,7-8,11-12,15-16,22-23H,5-6,9-10,13-14,17H2,1H3,(H,37,41)(H,38,42)(H,39,43)(H4,31,32,35)(H4,33,34,36)/t22-,23-/m0/s1']	['InChI=1S/C20H32N8O5/c21-18(22)25-10-4-8-14(28-20(32)33-12-13-6-2-1-3-7-13)16(29)27-15(17(30)31)9-5-11-26-19(23)24/h1-3,6-7,14-15H,4-5,8-12H2,(H,27,29)(H,28,32)(H,30,31)(H4,21,22,25)(H4,23,24,26)/t14-,15-/m0/s1', 'InChI=1S/C10H9NO2/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5H,11H2,1H3']
468.0	10512.0	3.4.22.B60	0.09	Fasciola hepatica	8033913.0	-	23585		False		0.09	['P80342']	647701.0	True	False	1	['InChI=1S/H2O/h1H2', 'InChI=1S/C24H27N5O5/c1-15-12-21(30)34-20-13-17(9-10-18(15)20)28-22(31)19(8-5-11-27-23(25)26)29-24(32)33-14-16-6-3-2-4-7-16/h2-4,6-7,9-10,12-13,19H,5,8,11,14H2,1H3,(H,28,31)(H,29,32)(H4,25,26,27)/t19-/m0/s1']	['InChI=1S/C11H8O5/c1-15-6-2-3-7-8(11(13)14)5-10(12)16-9(7)4-6/h2-5H,1H3,(H,13,14)', 'InChI=1S/C10H9NO2/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5H,11H2,1H3']
469.0	10518.0	3.4.22.B60	3.75	Fasciola hepatica	8033913.0	-	23592		False		3.75	['P80342']	647701.0	True	False	1	['InChI=1S/H2O/h1H2', 'InChI=1S/C32H49N5O7/c1-18(2)15-24(36-30(41)27(19(3)4)37-31(42)44-32(6,7)8)29(40)35-23(11-9-10-14-33)28(39)34-21-12-13-22-20(5)16-26(38)43-25(22)17-21/h12-13,16-19,23-24,27H,9-11,14-15,33H2,1-8H3,(H,34,39)(H,35,40)(H,36,41)(H,37,42)/t23-,24-,27-/m0/s1']	['InChI=1S/C22H42N4O6/c1-13(2)12-16(18(27)24-15(20(29)30)10-8-9-11-23)25-19(28)17(14(3)4)26-21(31)32-22(5,6)7/h13-17H,8-12,23H2,1-7H3,(H,24,27)(H,25,28)(H,26,31)(H,29,30)/t15-,16-,17-/m0/s1', 'InChI=1S/C10H9NO2/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5H,11H2,1H3']
470.0	10520.0	3.4.22.B60	1.93	Fasciola hepatica	8033913.0	-	23595		False		1.93	['P80342']	647701.0	True	False	1	['InChI=1S/H2O/h1H2', 'InChI=1S/C30H37N7O7S/c1-18-7-10-21(11-8-18)45(42,43)34-17-26(38)37-14-4-6-24(37)29(41)36-23(5-3-13-33-30(31)32)28(40)35-20-9-12-22-19(2)15-27(39)44-25(22)16-20/h7-12,15-16,23-24,34H,3-6,13-14,17H2,1-2H3,(H,35,40)(H,36,41)(H4,31,32,33)/t23-,24-/m0/s1']	['InChI=1S/C8H19O2PS/c1-4-6-7-8-12-11(3,9)10-5-2/h4-8H2,1-3H3', 'InChI=1S/C10H9NO2/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5H,11H2,1H3']
471.0	10515.0	3.4.22.B60	0.56	Fasciola hepatica	8033913.0	-	23587		False		0.56	['P80342']	647701.0	True	False	1	['InChI=1S/C33H36N6O6/c1-21-17-29(40)45-28-19-24(14-15-25(21)28)37-30(41)26(13-8-16-36-32(34)35)38-31(42)27(18-22-9-4-2-5-10-22)39-33(43)44-20-23-11-6-3-7-12-23/h2-7,9-12,14-15,17,19,26-27H,8,13,16,18,20H2,1H3,(H,37,41)(H,38,42)(H,39,43)(H4,34,35,36)/t26-,27-/m0/s1', 'InChI=1S/H2O/h1H2']	['InChI=1S/C14H22N2O16P2/c17-5-3-28-13(11(22)8(5)19)31-34(26,27)32-33(24,25)29-4-6-9(20)10(21)12(30-6)16-2-1-7(18)15-14(16)23/h1-2,5-6,8-13,17,19-22H,3-4H2,(H,24,25)(H,26,27)(H,15,18,23)/t5-,6-,8+,9-,10-,11-,12-,13-/m1/s1', 'InChI=1S/C10H9NO2/c1-6-4-10(12)13-9-5-7(11)2-3-8(6)9/h2-5H,11H2,1H3']
524.0	1956.0	1.13.11.16	3.6	Escherichia coli	8399388.0	-	3885		False		3.6	['P0ABR9']	395595.0	True	False	1	['InChI=1S/C7H8O2/c1-5-3-2-4-6(8)7(5)9/h2-4,8-9H,1H3', 'InChI=1S/O2/c1-2']	['InChI=1S/C7H8O4/c1-5(8)3-2-4-6(9)7(10)11/h2-4,9H,1H3,(H,10,11)/p-1/b3-2+,6-4-']
525.0	1955.0	1.13.11.16	29.0	Escherichia coli	8399388.0	-	3884		False		29.0	['P0ABR9']	395595.0	True	False	1	['InChI=1S/O2/c1-2', 'InChI=1S/C9H10O4/c10-7-3-1-2-6(9(7)13)4-5-8(11)12/h1-3,10,13H,4-5H2,(H,11,12)/p-1']	['InChI=1S/C9H10O6/c10-6(4-5-8(12)13)2-1-3-7(11)9(14)15/h1-3,11H,4-5H2,(H,12,13)(H,14,15)/b2-1-,7-3+']
